model_id,candidate_field,base_marker,supporting_whisper_oracles,supporting_group_oracles,repetition_supported,confidence,reason
fm03220,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03224,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03609,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03613,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03154,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03155,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03158,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03159,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03594,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03595,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03598,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03599,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03442,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03443,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03446,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03447,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03153,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03157,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03506,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03507,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03510,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03511,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03156,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03160,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03593,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03596,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03597,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03600,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03538,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
fm03539,channel_or_message_type,0001,o001;o002,o009;o010,true,medium,repeated whisper/group windows diverge consistently at metadata level
