model_id,frame_index,stream_offset_start,stream_offset_end,header_size,frame_len,confidence,reason
fm03538,13,1790,1886,16,96,medium,frame tiling diagnostic metadata only
fm03538,14,1886,2104,16,218,medium,frame tiling diagnostic metadata only
fm03538,15,2104,2235,16,131,medium,frame tiling diagnostic metadata only
fm03538,16,2235,2378,16,143,medium,frame tiling diagnostic metadata only
fm03538,17,2378,2485,16,107,medium,frame tiling diagnostic metadata only
fm03538,18,2485,2704,16,219,medium,frame tiling diagnostic metadata only
fm03538,19,2704,2787,16,83,medium,frame tiling diagnostic metadata only
fm03538,20,2787,2807,16,20,medium,frame tiling diagnostic metadata only
fm03538,21,2807,3020,16,213,medium,frame tiling diagnostic metadata only
fm03538,22,3020,3039,16,19,medium,frame tiling diagnostic metadata only
fm03538,23,3039,3235,16,196,medium,frame tiling diagnostic metadata only
fm03538,24,3235,3444,16,209,medium,frame tiling diagnostic metadata only
fm03539,0,0,194,16,194,medium,frame tiling diagnostic metadata only
fm03539,1,194,305,16,111,medium,frame tiling diagnostic metadata only
fm03539,2,305,352,16,47,medium,frame tiling diagnostic metadata only
fm03539,3,352,539,16,187,medium,frame tiling diagnostic metadata only
fm03539,4,539,570,16,31,medium,frame tiling diagnostic metadata only
fm03539,5,570,633,16,63,medium,frame tiling diagnostic metadata only
fm03539,6,633,780,16,147,medium,frame tiling diagnostic metadata only
fm03539,7,780,1009,16,229,medium,frame tiling diagnostic metadata only
fm03539,8,1009,1260,16,251,medium,frame tiling diagnostic metadata only
fm03539,9,1260,1484,16,224,medium,frame tiling diagnostic metadata only
fm03539,10,1484,1519,16,35,medium,frame tiling diagnostic metadata only
fm03539,11,1519,1543,16,24,medium,frame tiling diagnostic metadata only
fm03539,12,1543,1790,16,247,medium,frame tiling diagnostic metadata only
fm03539,13,1790,1886,16,96,medium,frame tiling diagnostic metadata only
fm03539,14,1886,2104,16,218,medium,frame tiling diagnostic metadata only
fm03539,15,2104,2235,16,131,medium,frame tiling diagnostic metadata only
fm03539,16,2235,2378,16,143,medium,frame tiling diagnostic metadata only
fm03539,17,2378,2485,16,107,medium,frame tiling diagnostic metadata only
fm03539,18,2485,2704,16,219,medium,frame tiling diagnostic metadata only
fm03539,19,2704,2787,16,83,medium,frame tiling diagnostic metadata only
fm03539,20,2787,2807,16,20,medium,frame tiling diagnostic metadata only
fm03539,21,2807,3020,16,213,medium,frame tiling diagnostic metadata only
fm03539,22,3020,3039,16,19,medium,frame tiling diagnostic metadata only
fm03539,23,3039,3235,16,196,medium,frame tiling diagnostic metadata only
fm03539,24,3235,3444,16,209,medium,frame tiling diagnostic metadata only
