model_id,pair_name,oracle_a,oracle_b,frame_count_a,frame_count_b,total_bytes_a,total_bytes_b,length_sequence_a,length_sequence_b,repeat_consistent,unrelated_window_collision_rate,confidence,reason
fm03154,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03154,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03154,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03154,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03154,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03155,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03158,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03159,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03594,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03595,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03598,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03599,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03442,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03443,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03446,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03447,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03153,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03157,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03506,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03507,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03510,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03511,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03156,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03160,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03593,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03596,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03597,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03600,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,whisper_0001,o001,o002,5,5,206,206,21-15-70-85-15,21-15-70-85-15,true,0.0,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,whisper_0002,o003,o004,5,4,449,207,14-47-101-70-217,21-15-101-70,false,0.5,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,whisper_0003,o005,o006,4,4,223,223,70-117-21-15,117-21-15-70,false,0.667,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,whisper_0004,o007,o008,4,4,239,239,21-15-133-70,133-21-15-70,false,0.75,low,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,group_0001,o009,o010,1,1,87,87,87,87,true,0.6,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,group_0002,o011,o012,1,1,103,103,103,103,true,0.5,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,group_0003,o013,o014,1,1,119,119,119,119,true,0.429,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
fm03538,group_0004,o015,o016,1,1,135,135,135,135,true,0.375,medium,repeated identical message compared against world S2C +/-3s packet/burst signature
